"study_id","first_author","pubyear","papers","effect_sizes","experiments","toedieningsroute","drug","drug_class","dose_unit","dose","unit","hed","hed2","frequency","timing","multiplication_factor_es","anxiety_test","type_of_outcome","type_of_anxiety_test","species","strain","disease","mean_treatment_group","se_treatment_group","n_treatment_group","sd_treatment_group","mean_control_group","se_control_group","n_control_group","sd_control_group","sex","id_sample","Sample","dose2"
"Duan_2016_13_5","Duan",2016,4,13,5,"i.p.","PF3845","AEA hydrolysis inhibitor","4 mg/kg",4,"mg/kg",0.324,0.104976,"MD","delay",1,"NSF",NA,"Unconditioned","mice","CD1 or C57BL/6","Yes",236.407767,21.84466019,10,69.0788809128065,312.6213592,27.18446602,10,85.9648295986524,"Male","4","PF3845unconditioned",NA
"Duan_2016_14_5","Duan",2016,4,14,5,"i.p.","PF3845","AEA hydrolysis inhibitor","4 mg/kg",4,"mg/kg",0.324,0.104976,"MD","acute",-1,"AA",NA,"Unconditioned","mice","CD1 or C57BL/6","Yes",16.27747253,3.983516484,11.5,13.5087616438535,12.01923077,3.64010989,11.5,12.3442132244089,"Male","4","PF3845unconditioned",NA
"Duan_2016_15_5","Duan",2016,4,15,5,"i.p.","PF3845","AEA hydrolysis inhibitor","8 mg/kg",8,"mg/kg",0.648,0.419904,"MD","acute",-1,"AA",NA,"Unconditioned","mice","CD1 or C57BL/6","Yes",29.12087912,4.18956044,11.5,14.2074906941637,12.01923077,3.64010989,11.5,12.3442132244089,"Male","4","PF3845unconditioned",NA
"Duan_2016_16_5","Duan",2016,4,16,5,"i.p.","PF3845","AEA hydrolysis inhibitor","4 mg/kg",4,"mg/kg",0.324,0.104976,"MD","acute",-1,"AA",NA,"Unconditioned","mice","CD1 or C57BL/6","Yes",3.859416446,0.716180371,11.5,2.42868580177954,5.570291777,1.591511936,11.5,5.39707956101727,"Male","4","PF3845unconditioned",NA
"Duan_2016_17_5","Duan",2016,4,17,5,"i.p.","PF3845","AEA hydrolysis inhibitor","8 mg/kg",8,"mg/kg",0.648,0.419904,"MD","acute",-1,"AA",NA,"Unconditioned","mice","CD1 or C57BL/6","Yes",8.315649867,0.75596817,11.5,2.56361279283967,5.570291777,1.591511936,11.5,5.39707956101727,"Male","4","PF3845unconditioned",NA
"Duan_2016_18_5","Duan",2016,4,18,5,"i.p.","PF3845","AEA hydrolysis inhibitor","4 mg/kg",4,"mg/kg",0.324,0.104976,"MD","acute",1,"NSF",NA,"Unconditioned","mice","CD1 or C57BL/6","Yes",225,27.05696203,11,89.7377910204028,275.3164557,30.37974684,11,100.758221494265,"Male","4","PF3845unconditioned",NA
"Duan_2016_19_5","Duan",2016,4,19,5,"i.p.","PF3845","AEA hydrolysis inhibitor","8 mg/kg",8,"mg/kg",0.648,0.419904,"MD","acute",1,"NSF",NA,"Unconditioned","mice","CD1 or C57BL/6","Yes",178.9556962,16.61392405,11,55.1021523693118,275.3164557,30.37974684,11,100.758221494265,"Male","4","PF3845unconditioned",NA
"Duan_2016_20_5","Duan",2016,4,20,5,"i.p.","PF3845","AEA hydrolysis inhibitor","8 mg/kg",8,"mg/kg",0.648,0.419904,"MD","delay",-1,"AA",NA,"Unconditioned","mice","CD1 or C57BL/6","Yes",28.38196286,4.50928382,11.5,15.2917254274038,13.59416446,3.050397878,11.5,10.3444024942105,"Male","4","PF3845unconditioned",NA
"Duan_2016_21_5","Duan",2016,4,21,5,"i.p.","PF3845","AEA hydrolysis inhibitor","8 mg/kg",8,"mg/kg",0.648,0.419904,"MD","delay",-1,"AA",NA,"Unconditioned","mice","CD1 or C57BL/6","Yes",9.443717277,2.571989529,11.5,8.72204084941047,7.853403141,2.395287958,11.5,8.12281666788115,"Male","4","PF3845unconditioned",NA
"Duan_2016_22_5","Duan",2016,4,22,5,"i.p.","PF3845","AEA hydrolysis inhibitor","8 mg/kg",8,"mg/kg",0.648,0.419904,"MD","delay",1,"NSF",NA,"Unconditioned","mice","CD1 or C57BL/6","Yes",177.090301,22.57525084,11.5,76.5564003243529,272.4080268,32.10702341,11.5,108.880213771274,"Male","4","PF3845unconditioned",NA
"Duan_2016_23_5","Duan",2016,4,23,5,"i.p.","PF3845","AEA hydrolysis inhibitor","4 mg/kg",4,"mg/kg",0.324,0.104976,"SD","acute",-1,"AA",NA,"Unconditioned","mice","CD1 or C57BL/6","Yes",39.75552969,3.492433062,9,10.477299186,18.85913853,2.619324796,9,7.857974388,"Male","4","PF3845unconditioned",NA
"Duan_2016_24_5","Duan",2016,4,24,5,"i.p.","PF3845","AEA hydrolysis inhibitor","4 mg/kg",4,"mg/kg",0.324,0.104976,"SD","acute",-1,"AA",NA,"Unconditioned","mice","CD1 or C57BL/6","Yes",9.64028777,0.917266187,9,2.751798561,4.838129496,0.827338129,9,2.482014387,"Male","4","PF3845unconditioned",NA
"Duan_2016_25_5","Duan",2016,4,25,5,"i.p.","PF3845","AEA hydrolysis inhibitor","4 mg/kg",4,"mg/kg",0.324,0.104976,"SD","acute",-1,"AA",NA,"Unconditioned","mice","CD1 or C57BL/6","Yes",30.01261034,2.963430013,10.5,9.60261074606622,14.12358134,3.404791929,10.5,11.0327868119405,"Male","4","PF3845unconditioned",NA
"Duan_2016_26_5","Duan",2016,4,26,5,"i.p.","PF3845","AEA hydrolysis inhibitor","4 mg/kg",4,"mg/kg",0.324,0.104976,"SD","acute",-1,"AA",NA,"Unconditioned","mice","CD1 or C57BL/6","Yes",15.46323529,1.610294118,10.5,5.2179493134647,6.264705882,1.588235294,10.5,5.14647055423679,"Male","4","PF3845unconditioned",NA
"Kinsey_2011_27_6","Kinsey",2011,5,27,6,"i.p.","PF3845","AEA hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"SD","acute",1,"RCLB",NA,"Unconditioned","mice","C57BL/6J","No",14.083,NA,12,3.872,15.167,NA,12,3.152,"Male","5","PF3845unconditioned",NA
"Kinsey_2011_28_6","Kinsey",2011,5,28,6,"i.p.","PF3845","AEA hydrolysis inhibitor","3 mg/kg",3,"mg/kg",0.243,0.059049,"SD","acute",1,"RCLB",NA,"Unconditioned","mice","C57BL/6J","No",11.75,NA,12,6.166,15.167,NA,12,3.152,"Male","5","PF3845unconditioned",NA
"Kinsey_2011_29_6","Kinsey",2011,5,29,6,"i.p.","PF3845","AEA hydrolysis inhibitor","10 mg/kg",10,"mg/kg",0.81,0.6561,"SD","acute",1,"RCLB",NA,"Unconditioned","mice","C57BL/6J","No",9.5,NA,12,5.502,15.167,NA,12,3.152,"Male","5","PF3845unconditioned",NA
"Kinsey_2011_30_6","Kinsey",2011,5,30,6,"i.p.","PF3845","AEA hydrolysis inhibitor","10 mg/kg",10,"mg/kg",0.81,0.6561,"SD","acute",1,"RCLB",NA,"Unconditioned","mice","C57BL/6J","No",5.417,NA,12,4.295,11.083,NA,12,2.61,"Male","5","PF3845unconditioned",NA
"Hermanson_2013_31_7","Hermanson",2013,6,31,7,"i.p.","PF3845","AEA hydrolysis inhibitor","10 mg/kg",10,"mg/kg",0.81,0.6561,"SD","acute",-1,"AA",NA,"Unconditioned","mice","ICR","No",39.38223938,5.405405405,20,24.1737078630496,16.37065637,3.706563707,20,16.5762568235712,"Male","6","PF3845unconditioned",NA
"Butler_2012_1_1","Butler",2012,1,1,1,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"SD","acute",1,"Contextual fear conditioning","Within-session fear extinction","Conditioned","rats","Lister-hooded","No",16.3350785340316,7.5392670157066,9,22.6178010471198,15.4973821989528,7.12041884816746,9,21.3612565445024,"Male","1","URB597conditioned",NA
"Fidelman_2018_2_2","Fidelman",2018,2,2,2,"i.p.","URB597","AEA hydrolysis inhibitor","0.2 mg/kg",0.2,"mg/kg",0.0324,0.00104976,"MD","delay",1,"Contextual fear conditioning","Within-session fear extinction","Conditioned","rats","Sprague-Dawley","No",7.313,1.572,8,4.44628744010101,84.104,17.814,8,50.3856008002286,"Male","2","URB597conditioned",NA
"Fidelman_2018_3_2","Fidelman",2018,2,3,2,"i.p.","URB597","AEA hydrolysis inhibitor","0.4 mg/kg",0.4,"mg/kg",0.0648,0.00419904,"MD","delay",1,"Contextual fear conditioning","Within-session fear extinction","Conditioned","rats","Sprague-Dawley","No",8.881,1.572,7,4.15912106099354,84.104,17.814,8,50.3856008002286,"Male","2","URB597conditioned",NA
"Morena_2018_4_3","Morena",2018,3,4,3,"i.p.","URB597","AEA hydrolysis inhibitor","0.1 mg/kg",0.1,"mg/kg",0.0162,0.00026244,"MD","delay",1,"Contextual fear conditioning","Within-session fear extinction","Conditioned","rats","Sprague-Dawley","No",58.714,NA,11,16.9519965034961,62.9042857142857,NA,7,11.4161535512081,"Male","3","URB597conditioned",NA
"Morena_2018_5_3","Morena",2018,3,5,3,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"MD","delay",1,"Contextual fear conditioning","Within-session fear extinction","Conditioned","rats","Sprague-Dawley","No",63.9145454545455,NA,11,23.6121385577996,62.9042857142857,NA,7,11.4161535512081,"Male","3","URB597conditioned",NA
"Morena_2018_6_3","Morena",2018,3,6,3,"i.p.","URB597","AEA hydrolysis inhibitor","0.1 mg/kg",0.1,"mg/kg",0.0162,0.00026244,"MD","acute",1,"Contextual fear conditioning","Within-session fear extinction","Conditioned","rats","Sprague-Dawley","No",18.862,NA,10,16.104,29.952,NA,10,28.771,"Male","3","URB597conditioned",NA
"Morena_2018_7_3","Morena",2018,3,7,3,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"MD","acute",1,"Contextual fear conditioning","Within-session fear extinction","Conditioned","rats","Sprague-Dawley","No",20.779,NA,10,24.422,29.952,NA,10,28.771,"Male","3","URB597conditioned",NA
"Morena_2018_8_3","Morena",2018,3,8,3,"i.p.","URB597","AEA hydrolysis inhibitor","0.1 mg/kg",0.1,"mg/kg",0.0162,0.00026244,"MD","acute",1,"Contextual fear conditioning","Extinction retention","Conditioned","rats","Sprague-Dawley","No",13.222,NA,10,14.206,25.706,NA,10,27.391,"Male","3","URB597conditioned",NA
"Morena_2018_9_3","Morena",2018,3,9,3,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"MD","acute",1,"Contextual fear conditioning","Extinction retention","Conditioned","rats","Sprague-Dawley","No",13.011,NA,10,13.705,25.706,NA,10,27.391,"Male","3","URB597conditioned",NA
"Morena_2018_10_3","Morena",2018,3,10,3,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"MD","acute",1,"Contextual fear conditioning","Extinction consolidation","Conditioned","rats","Sprague-Dawley","No",13.928,NA,10,9.13,32.212,NA,10,16.755,"Male","3","URB597conditioned",NA
"Morena_2018_11_3","Morena",2018,3,11,3,"i.p.","URB597","AEA hydrolysis inhibitor","0.1 mg/kg",0.1,"mg/kg",0.0162,0.00026244,"MD","acute",1,"Contextual fear conditioning","Extinction consolidation","Conditioned","rats","Sprague-Dawley","No",13.382,NA,10,14.165,32.212,NA,10,16.755,"Male","3","URB597conditioned",NA
"Morena_2018_12_3","Morena",2018,3,12,3,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"MD","acute",1,"Contextual fear conditioning","Extinction retention","Conditioned","rats","Sprague-Dawley","No",10.479,NA,10,8.153,35.789,NA,10,25.621,"Male","3","URB597conditioned",NA
"Morena_2018_13_3","Morena",2018,3,13,3,"i.p.","URB597","AEA hydrolysis inhibitor","0.1 mg/kg",0.1,"mg/kg",0.0162,0.00026244,"MD","acute",1,"Contextual fear conditioning","Extinction retention","Conditioned","rats","Sprague-Dawley","No",17.029,NA,10,15.648,35.789,NA,10,25.621,"Male","3","URB597conditioned",NA
"Morena_2018_14_3","Morena",2018,3,14,3,"i.p.","URB597","AEA hydrolysis inhibitor","0.1 mg/kg",0.1,"mg/kg",0.0162,0.00026244,"MD","acute",1,"Contextual fear conditioning","Extinction consolidation","Conditioned","rats","Sprague-Dawley","No",25.159,NA,8,14.595,43.761,NA,8,12.797,"Male","3","URB597conditioned",NA
"Morena_2018_15_3","Morena",2018,3,15,3,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"MD","acute",1,"Contextual fear conditioning","Extinction retention","Conditioned","rats","Sprague-Dawley","No",15.76,NA,8,9.142,41.546,NA,8,11.83,"Male","3","URB597conditioned",NA
"Morena_2018_16_3","Morena",2018,3,16,3,"i.p.","URB597","AEA hydrolysis inhibitor","0.1 mg/kg",0.1,"mg/kg",0.0162,0.00026244,"MD","acute",1,"Contextual fear conditioning","Extinction consolidation","Conditioned","rats","Sprague-Dawley","No",17.219,NA,10,9.084,27.372,NA,10,13.861,"Male","3","URB597conditioned",NA
"Morena_2018_17_3","Morena",2018,3,17,3,"i.p.","URB597","AEA hydrolysis inhibitor","0.1 mg/kg",0.1,"mg/kg",0.0162,0.00026244,"MD","acute",1,"Contextual fear conditioning","Extinction retention","Conditioned","rats","Sprague-Dawley","No",12.356,NA,10,8.803,38.596,NA,10,20.42,"Male","3","URB597conditioned",NA
"Morena_2018_18_3","Morena",2018,3,18,3,"i.p.","URB597","AEA hydrolysis inhibitor","0.1 mg/kg",0.1,"mg/kg",0.0162,0.00026244,"MD","acute",1,"Contextual fear conditioning","Extinction consolidation","Conditioned","rats","Sprague-Dawley","No",24.952,NA,8,5.714,39.162,NA,8,9.504,"Male","3","URB597conditioned",NA
"Morena_2018_19_3","Morena",2018,3,19,3,"i.p.","URB597","AEA hydrolysis inhibitor","0.1 mg/kg",0.1,"mg/kg",0.0162,0.00026244,"MD","acute",1,"Contextual fear conditioning","Extinction retention","Conditioned","rats","Sprague-Dawley","No",16.782,NA,8,10.011,39.928,NA,8,13.649,"Male","3","URB597conditioned",NA
"Morena_2021_20_4","Morena",2021,4,20,4,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"SD","acute",1,"Cued fear conditioning","Within-session fear extinction","Conditioned","rats","Sprague-Dawley","No",18.1676529411765,NA,17,18.58,37.4159877777778,NA,18,27.93,"Male","4","URB597conditioned",NA
"Morena_2021_21_4","Morena",2021,4,21,4,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"SD","acute",1,"Cued fear conditioning","Extinction retention","Conditioned","rats","Sprague-Dawley","No",25.49,NA,17,31.47,45.93,NA,18,32.89,"Male","4","URB597conditioned",NA
"Morena_2021_22_5","Morena",2021,4,22,5,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"SD","acute",1,"Cued fear conditioning","Within-session fear extinction","Conditioned","rats","Sprague-Dawley","No",28.22,NA,18,23.58,24.6,NA,20,25.8,"Female","4","URB597conditioned",NA
"Morena_2021_23_5","Morena",2021,4,23,5,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"SD","acute",1,"Cued fear conditioning","Extinction retention","Conditioned","rats","Sprague-Dawley","No",27.41,NA,18,23.75,21.33,NA,20,26.72,"Female","4","URB597conditioned",NA
"Segev_2018_24_6","Segev",2018,5,24,6,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"SD","acute",1,"Contextual fear conditioning","Extinction retention","Conditioned","rats","Sprague–Dawley","No",22,5,7,13.228756555323,61,10,7,26.4575131106459,"Male","5","URB597conditioned",NA
"Segev_2018_25_6","Segev",2018,5,25,6,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"SD","acute",1,"Contextual fear conditioning","Fear memory reconsolidation","Conditioned","rats","Sprague–Dawley","No",30.59033989,18.24686941,7,48.2766786643319,55.27728086,1.073345259,7,2.83980462622421,"Male","5","URB597conditioned",NA
"Vimalanathan_2020_26_7","Vimalanathan",2020,6,26,7,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"SD","acute",1,"Cued fear conditioning","Extinction recall","Conditioned","rats","Sprague-Dawley","Yes",22.6,NA,7,8.168,27.33,NA,7,3.738,"Male","6","URB597conditioned",NA
"Vimalanathan_2020_27_8","Vimalanathan",2020,6,27,8,"i.p.","URB597","AEA hydrolysis inhibitor","0.6 mg/kg",0.6,"mg/kg",0.0972,0.00944784,"SD","acute",1,"Cued fear conditioning","Extinction recall","Conditioned","rats","Sprague-Dawley","Yes",22.01,NA,7,7.271,23.83,NA,6,7.983,"Male","6","URB597conditioned",NA
"Vimalanathan_2020_28_9","Vimalanathan",2020,6,28,9,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"MD","delay",1,"Cued fear conditioning","Extinction recall","Conditioned","rats","Sprague-Dawley","Yes",21.8,NA,7,8.397,15.78,NA,6,12.08,"Male","6","URB597conditioned",NA
"Lisboa_2015_29_10","Lisboa",2015,7,29,10,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0243,0.00059049,"SD","acute",1,"Contextual fear conditioning","Within-session fear extinction","Conditioned","mice","C57BL/6J","No",3.556,NA,6,3.965,3.375,NA,8,3.354,"Male","7","URB597conditioned",NA
"Lisboa_2015_30_10","Lisboa",2015,7,30,10,"i.p.","URB597","AEA hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"SD","acute",1,"Contextual fear conditioning","Within-session fear extinction","Conditioned","mice","C57BL/6J","No",2.278,NA,6,4.281,3.375,NA,8,3.354,"Male","7","URB597conditioned",NA
"Lisboa_2015_31_10","Lisboa",2015,7,31,10,"i.p.","URB597","AEA hydrolysis inhibitor","3 mg/kg",3,"mg/kg",0.243,0.059049,"SD","acute",1,"Contextual fear conditioning","Within-session fear extinction","Conditioned","mice","C57BL/6J","No",2.708,NA,8,4.617,3.375,NA,8,3.354,"Male","7","URB597conditioned",NA
"Lisboa_2015_32_11","Lisboa",2015,7,32,11,"i.p.","URB597","AEA hydrolysis inhibitor","3 mg/kg",3,"mg/kg",0.243,0.059049,"SD","acute",1,"Contextual fear conditioning","Within-session fear extinction","Conditioned","mice","C57BL/6J","No",1.9583332,NA,8,3.12916382,5.88888933333333,NA,9,4.119736463,"Male","7","URB597conditioned",NA
"Gobira_2017_33_12","Gobira",2017,8,33,12,"i.p.","URB597","AEA hydrolysis inhibitor","0.1 mg/kg",0.1,"mg/kg",0.0081,6.561e-05,"SD","acute",1,"Contextual fear conditioning","Fear during CS reexposure","Conditioned","mice","Swiss","No",63.57,NA,7,26.81,49.63,NA,8,19.25,"Male","8","URB597conditioned",NA
"Gobira_2017_34_12","Gobira",2017,8,34,12,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0243,0.00059049,"SD","acute",1,"Contextual fear conditioning","Fear during CS reexposure","Conditioned","mice","Swiss","No",56.67,NA,6,28.82,49.63,NA,8,19.25,"Male","8","URB597conditioned",NA
"Gobira_2017_35_12","Gobira",2017,8,35,12,"i.p.","URB597","AEA hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"SD","acute",1,"Contextual fear conditioning","Fear during CS reexposure","Conditioned","mice","Swiss","No",28.25,NA,8,19.36,49.63,NA,8,19.25,"Male","8","URB597conditioned",NA
"Gobira_2017_36_12","Gobira",2017,8,36,12,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0243,0.00059049,"SD","acute",1,"Contextual fear conditioning","Fear during CS reexposure","Conditioned","mice","Swiss","No",36.03,NA,11,21.41,54.57,NA,11,22.07,"Male","8","URB597conditioned",NA
"Llorente-Berzal_2015_37_13","Llorente-Berzal",2015,9,37,13,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0243,0.00059049,"MD","acute",1,"Cued fear conditioning","Within-session fear extinction","Conditioned","mice","C57BL/6NCrl","No",39.6226415094339,6.7924528301887,12,23.5297468198037,43.3962264150943,6.7924528301887,12,23.5297468198037,"Male","9","URB597conditioned",NA
"Llorente-Berzal_2015_38_13","Llorente-Berzal",2015,9,38,13,"i.p.","URB597","AEA hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"MD","acute",1,"Cued fear conditioning","Within-session fear extinction","Conditioned","mice","C57BL/6NCrl","No",27.1698113207547,6.7924528301887,12,23.5297468198037,43.3962264150943,6.7924528301887,12,23.5297468198037,"Male","9","URB597conditioned",NA
"Llorente-Berzal_2015_39_13","Llorente-Berzal",2015,9,39,13,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0243,0.00059049,"MD","acute",1,"Cued fear conditioning","Extinction retention","Conditioned","mice","C57BL/6NCrl","No",16.4150943396226,3.5849056603774,12,31.0800886372171,29.8113207547169,8.6792452830189,12,87.8258169767612,"Male","9","URB597conditioned",NA
"Llorente-Berzal_2015_40_13","Llorente-Berzal",2015,9,40,13,"i.p.","URB597","AEA hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"MD","acute",1,"Cued fear conditioning","Extinction retention","Conditioned","mice","C57BL/6NCrl","No",42.6415094339622,8.6792452830189,12,125.624269852836,29.8113207547169,8.6792452830189,12,87.8258169767612,"Male","9","URB597conditioned",NA
"Naderi_2008_1_1","Naderi",2008,1,1,1,"i.p.","URB597","AEA hydrolysis inhibitor","0.03 mg/kg",0.03,"mg/kg",0.00243,5.9049e-06,"SD","acute",-1,"AA",NA,"Unconditioned","mice","NMRI","No",50.15228426,5.076142132,8,14.3574980952158,33.50253807,5.482233503,8,15.5060979440775,"Male","1","URB597unconditioned",NA
"Naderi_2008_2_1","Naderi",2008,1,2,1,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0243,0.00059049,"SD","acute",-1,"AA",NA,"Unconditioned","mice","NMRI","No",49.74619289,8.934010152,8,25.2691966466746,33.50253807,5.482233503,8,15.5060979440775,"Male","1","URB597unconditioned",NA
"Naidu_2007_3_2","Naidu",2007,2,3,2,"i.p.","URB597","AEA hydrolysis inhibitor","0.05 mg/kg",0.05,"mg/kg",0.00405,1.64025e-05,"SD","acute",-1,"AA",NA,"Unconditioned","mice","ICR","No",11.22881356,4.237288136,7,11.2108106411804,13.34745763,2.542372881,7,6.72648638312081,"NI","2","URB597unconditioned",NA
"Naidu_2007_4_2","Naidu",2007,2,4,2,"i.p.","URB597","AEA hydrolysis inhibitor","0.1 mg/kg",0.1,"mg/kg",0.0081,6.561e-05,"SD","acute",-1,"AA",NA,"Unconditioned","mice","ICR","No",6.56779661,1.906779661,7,5.04486478800205,13.34745763,2.542372881,7,6.72648638312081,"NI","2","URB597unconditioned",NA
"Naidu_2007_5_2","Naidu",2007,2,5,2,"i.p.","URB597","AEA hydrolysis inhibitor","0.2 mg/kg",0.2,"mg/kg",0.0162,0.00026244,"SD","acute",-1,"AA",NA,"Unconditioned","mice","ICR","No",15.46610169,5.508474576,7,14.574053831418,13.34745763,2.542372881,7,6.72648638312081,"NI","2","URB597unconditioned",NA
"Naidu_2007_6_2","Naidu",2007,2,6,2,"i.p.","URB597","AEA hydrolysis inhibitor","0.5 mg/kg",0.5,"mg/kg",0.0405,0.00164025,"SD","acute",-1,"AA",NA,"Unconditioned","mice","ICR","No",8.686440678,2.754237288,7,7.28702691570898,13.34745763,2.542372881,7,6.72648638312081,"NI","2","URB597unconditioned",NA
"Naidu_2007_7_2","Naidu",2007,2,7,2,"i.p.","URB597","AEA hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"SD","acute",-1,"AA",NA,"Unconditioned","mice","ICR","No",9.533898305,2.330508475,7,6.16594585317839,13.34745763,2.542372881,7,6.72648638312081,"NI","2","URB597unconditioned",NA
"Naidu_2007_8_2","Naidu",2007,2,8,2,"i.p.","URB597","AEA hydrolysis inhibitor","3 mg/kg",3,"mg/kg",0.243,0.059049,"SD","acute",-1,"AA",NA,"Unconditioned","mice","ICR","No",9.110169492,2.542372881,7,6.72648638312081,13.34745763,2.542372881,7,6.72648638312081,"NI","2","URB597unconditioned",NA
"Naidu_2007_9_2","Naidu",2007,2,9,2,"i.p.","URB597","AEA hydrolysis inhibitor","10 mg/kg",10,"mg/kg",0.81,0.6561,"SD","acute",-1,"AA",NA,"Unconditioned","mice","ICR","No",22.88135593,15.6779661,7,41.4799993639012,13.34745763,2.542372881,7,6.72648638312081,"NI","2","URB597unconditioned",NA
"Naidu_2007_10_2","Naidu",2007,2,10,2,"i.p.","URB597","AEA hydrolysis inhibitor","0.03 mg/kg",0.03,"mg/kg",0.00243,5.9049e-06,"SD","acute",-1,"AA",NA,"Unconditioned","mice","ICR","No",10.95041322,2.272727273,7,6.013071162232,6.404958678,1.033057851,7,2.73321416368882,"NI","2","URB597unconditioned",NA
"Naidu_2007_11_2","Naidu",2007,2,11,2,"i.p.","URB597","AEA hydrolysis inhibitor","0.1 mg/kg",0.1,"mg/kg",0.0081,6.561e-05,"SD","acute",-1,"AA",NA,"Unconditioned","mice","ICR","No",9.917355372,1.239669421,7,3.27985699589743,6.404958678,1.033057851,7,2.73321416368882,"NI","2","URB597unconditioned",NA
"Naidu_2007_12_2","Naidu",2007,2,12,2,"i.p.","URB597","AEA hydrolysis inhibitor","0.03 mg/kg",0.03,"mg/kg",0.00243,5.9049e-06,"SD","acute",-1,"AA",NA,"Unconditioned","mice","ICR","No",11.98347107,2.479338843,7,6.55971399444061,6.404958678,1.033057851,7,2.73321416368882,"NI","2","URB597unconditioned",NA
"Naidu_2007_13_2","Naidu",2007,2,13,2,"i.p.","URB597","AEA hydrolysis inhibitor","0.1 mg/kg",0.1,"mg/kg",0.0081,6.561e-05,"SD","acute",-1,"AA",NA,"Unconditioned","mice","ICR","No",11.67355372,2.789256198,7,7.37967824275354,3.099173554,1.239669421,7,3.27985699589743,"NI","2","URB597unconditioned",NA
"Patel_2006_14_3","Patel",2006,3,14,3,"i.p.","URB597","AEA hydrolysis inhibitor","0.03 mg/kg",0.03,"mg/kg",0.00243,5.9049e-06,"SD","acute",-1,"AA",NA,"Unconditioned","mice","ICR","No",24.91525424,2.669491525,9,8.008474575,18.68644068,3.262711864,9,9.788135592,"Male","3","URB597unconditioned",NA
"Patel_2006_15_3","Patel",2006,3,15,3,"i.p.","URB597","AEA hydrolysis inhibitor","0.1 mg/kg",0.1,"mg/kg",0.0081,6.561e-05,"SD","acute",-1,"AA",NA,"Unconditioned","mice","ICR","No",30.25423729,2.669491525,9,8.008474575,18.68644068,3.262711864,9,9.788135592,"Male","3","URB597unconditioned",NA
"Patel_2006_16_3","Patel",2006,3,16,3,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0243,0.00059049,"SD","acute",-1,"AA",NA,"Unconditioned","mice","ICR","No",27.88135593,2.669491525,9,8.008474575,18.68644068,3.262711864,9,9.788135592,"Male","3","URB597unconditioned",NA
"Qin_2015_17_4","Qin",2015,4,17,4,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0243,0.00059049,"SD","acute",-1,"AA",NA,"Unconditioned","mice","C57Bl/6J","No",41.20754717,3.924528302,18,16.6503634518164,37.50943396,3.245283019,12,11.241990147697,"Male","4","URB597unconditioned",NA
